Year,Sport,Country,NOC,Prev_Sport_Medals,Athlete_Count,Is_Host,Population,GDP_per_capita,log_Pop,log_GDPpc,Gold,Silver,Bronze,Total_Medals
2024,Badminton,China,CHN,6.0,15,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,2,3,0,5
2024,Boxing,China,CHN,2.0,11,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,3,2,0,5
2024,Breaking,China,CHN,0.0,0,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,0,0,1,1
2024,Canoe Sprint,China,CHN,3.0,0,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,2,0,0,2
2024,Cycling BMX Freestyle,China,CHN,0.0,0,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,1,0,0,1
2024,Diving,China,CHN,12.0,13,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,8,2,1,11
2024,Golf,China,CHN,1.0,4,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,0,0,1,1
2024,Hockey,China,CHN,1.0,33,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,0,1,0,1
2024,Judo,China,CHN,2.0,8,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,0,0,1,1
2024,Rhythmic Gymnastics,China,CHN,1.0,7,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,1,0,0,1
2024,Shooting,China,CHN,11.0,22,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,5,2,3,10
2024,Sport Climbing,China,CHN,0.0,0,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,0,2,0,2
2024,Swimming,China,CHN,6.0,43,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,2,3,7,12
2024,Table Tennis,China,CHN,7.0,6,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,5,1,0,6
2024,Taekwondo,China,CHN,1.0,4,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,0,1,1,2
2024,Tennis,China,CHN,1.0,8,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,1,1,0,2
2024,Trampoline Gymnastics,China,CHN,0.0,0,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,0,1,1,2
2024,Weightlifting,China,CHN,8.0,10,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,5,0,0,5
2024,Wrestling,China,CHN,4.0,13,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,0,1,4,5
1960,Athletics,Chinese Taipei,TPE,0.0,6,0,,,,,0,1,0,1
1968,Athletics,Chinese Taipei,TPE,1.0,11,0,,,,,0,0,1,1
1984,Weightlifting,Chinese Taipei,TPE,0.0,4,0,,,,,0,0,1,1
1992,Baseball,Chinese Taipei,TPE,0.0,20,0,,,,,0,1,0,1
1996,Table Tennis,Chinese Taipei,TPE,0.0,6,0,,,,,0,1,0,1
2000,Table Tennis,Chinese Taipei,TPE,1.0,7,0,,,,,0,0,1,1
2000,Taekwondo,Chinese Taipei,TPE,0.0,4,0,,,,,0,0,2,2
2000,Weightlifting,Chinese Taipei,TPE,1.0,4,0,,,,,0,1,1,2
2004,Archery,Chinese Taipei,TPE,0.0,6,0,,,,,0,1,1,2
2004,Taekwondo,Chinese Taipei,TPE,2.0,4,0,,,,,2,1,0,3
2008,Taekwondo,Chinese Taipei,TPE,3.0,4,0,,,,,0,0,2,2
2008,Weightlifting,Chinese Taipei,TPE,2.0,5,0,,,,,1,1,0,2
2012,Taekwondo,Chinese Taipei,TPE,2.0,3,0,,,,,0,0,1,1
2012,Weightlifting,Chinese Taipei,TPE,2.0,4,0,,,,,1,0,0,1
2016,Archery,Chinese Taipei,TPE,2.0,6,0,,,,,0,0,1,1
2016,Weightlifting,Chinese Taipei,TPE,1.0,6,0,,,,,1,0,1,2
2020,Archery,Chinese Taipei,TPE,1.0,6,0,,,,,0,1,0,1
2020,Artistic Gymnastics,Chinese Taipei,TPE,0.0,0,0,,,,,0,1,0,1
2020,Badminton,Chinese Taipei,TPE,0.0,0,0,,,,,1,1,0,2
2020,Boxing,Chinese Taipei,TPE,0.0,0,0,,,,,0,0,1,1
2020,Golf,Chinese Taipei,TPE,0.0,0,0,,,,,0,0,1,1
2020,Judo,Chinese Taipei,TPE,0.0,0,0,,,,,0,1,0,1
2020,Karate,Chinese Taipei,TPE,0.0,0,0,,,,,0,0,1,1
2020,Table Tennis,Chinese Taipei,TPE,1.0,7,0,,,,,0,0,1,1
2020,Taekwondo,Chinese Taipei,TPE,1.0,3,0,,,,,0,0,1,1
2020,Weightlifting,Chinese Taipei,TPE,2.0,6,0,,,,,1,0,1,2
2024,Artistic Gymnastics,Chinese Taipei,TPE,1.0,0,0,,,,,0,0,1,1
2024,Badminton,Chinese Taipei,TPE,2.0,0,0,,,,,1,0,0,1
2024,Boxing,Chinese Taipei,TPE,1.0,0,0,,,,,1,0,2,3
2024,Shooting,Chinese Taipei,TPE,0.0,0,0,,,,,0,0,1,1
2024,Weightlifting,Chinese Taipei,TPE,2.0,6,0,,,,,0,0,1,1
1972,Boxing,Colombia,COL,0.0,7,0,23146803.0,,16.95736727281038,,0,0,2,2
1972,Shooting,Colombia,COL,0.0,10,0,23146803.0,,16.95736727281038,,0,1,0,1
1984,Shooting,Colombia,COL,1.0,14,0,30350086.0,,17.22830994202251,,0,1,0,1
1988,Boxing,Colombia,COL,2.0,2,0,32975535.0,,17.311276511173983,,0,0,1,1
1992,Athletics,Colombia,COL,0.0,5,0,35558682.0,10196.433,17.386694931928627,9.229891300932326,0,0,1,1
2000,Weightlifting,Colombia,COL,0.0,3,0,40403958.0,10813.494,17.514438333179683,9.288642550422532,1,0,0,1
2004,Cycling Track,Colombia,COL,0.0,0,0,42724163.0,11607.938,17.57027521977625,9.359530597639822,0,0,1,1
2004,Weightlifting,Colombia,COL,1.0,9,0,42724163.0,11607.938,17.57027521977625,9.359530597639822,0,0,1,1
2008,Weightlifting,Colombia,COL,1.0,10,0,44901544.0,13591.061,17.619982761920035,9.517241151275776,0,2,0,2
2008,Wrestling,Colombia,COL,0.0,3,0,44901544.0,13591.061,17.619982761920035,9.517241151275776,0,0,1,1
2012,Athletics,Colombia,COL,1.0,29,0,46881475.0,15279.479,17.66313318737904,9.634331410396706,0,1,0,1
2012,Cycling BMX Racing,Colombia,COL,0.0,0,0,46881475.0,15279.479,17.66313318737904,9.634331410396706,1,0,1,2
2012,Cycling Road,Colombia,COL,0.0,0,0,46881475.0,15279.479,17.66313318737904,9.634331410396706,0,1,0,1
2012,Judo,Colombia,COL,0.0,2,0,46881475.0,15279.479,17.66313318737904,9.634331410396706,0,0,1,1
2012,Taekwondo,Colombia,COL,0.0,1,0,46881475.0,15279.479,17.66313318737904,9.634331410396706,0,0,1,1
2012,Weightlifting,Colombia,COL,2.0,8,0,46881475.0,15279.479,17.66313318737904,9.634331410396706,0,1,1,2
2012,Wrestling,Colombia,COL,1.0,3,0,46881475.0,15279.479,17.66313318737904,9.634331410396706,0,0,1,1
2016,Athletics,Colombia,COL,1.0,33,0,48653419.0,17003.244,17.700232662172773,9.741218238940535,1,0,0,1
2016,Boxing,Colombia,COL,1.0,5,0,48653419.0,17003.244,17.700232662172773,9.741218238940535,0,1,1,2
2016,Cycling BMX Racing,Colombia,COL,2.0,0,0,48653419.0,17003.244,17.700232662172773,9.741218238940535,1,0,1,2
2016,Judo,Colombia,COL,1.0,2,0,48653419.0,17003.244,17.700232662172773,9.741218238940535,0,1,0,1
2016,Weightlifting,Colombia,COL,2.0,9,0,48653419.0,17003.244,17.700232662172773,9.741218238940535,1,0,1,2
2020,Athletics,Colombia,COL,1.0,33,0,50220412.0,15861.5,17.731932135475112,9.671713112022642,0,2,0,2
2020,Cycling BMX Racing,Colombia,COL,2.0,0,0,50220412.0,15861.5,17.731932135475112,9.671713112022642,0,1,1,2
2020,Weightlifting,Colombia,COL,2.0,9,0,50220412.0,15861.5,17.731932135475112,9.671713112022642,0,1,0,1
2024,Artistic Gymnastics,Colombia,COL,0.0,0,0,51556137.0,18477.215,17.758181830204286,9.824347749621381,0,1,0,1
2024,Weightlifting,Colombia,COL,1.0,9,0,51556137.0,18477.215,17.758181830204286,9.824347749621381,0,2,0,2
2024,Wrestling,Colombia,COL,1.0,3,0,51556137.0,18477.215,17.758181830204286,9.824347749621381,0,0,1,1
1988,Swimming,Costa Rica,CRC,0.0,8,0,2944557.0,,14.895469278914316,,0,1,0,1
1996,Swimming,Costa Rica,CRC,1.0,3,0,3596732.0,,15.095536491398917,,1,0,0,1
2000,Swimming,Costa Rica,CRC,1.0,3,0,3925443.0,,15.182990023820054,,0,0,2,2
1992,Basketball,Croatia,CRO,0.0,12,0,4732862.0,,15.370040862769049,,0,1,0,1
1992,Tennis,Croatia,CRO,0.0,2,0,4732862.0,,15.370040862769049,,0,0,2,2
1996,Handball,Croatia,CRO,0.0,16,0,4574887.0,,15.33609277551778,,1,0,0,1
1996,Water Polo,Croatia,CRO,0.0,12,0,4574887.0,,15.33609277551778,,0,1,0,1
2000,Rowing,Croatia,CRO,0.0,13,0,4428072.0,,15.303475058672966,,0,0,1,1
2000,Weightlifting,Croatia,CRO,0.0,1,0,4428072.0,,15.303475058672966,,1,0,0,1
2004,Handball,Croatia,CRO,1.0,15,0,4383920.0,,15.293454087374633,,1,0,0,1
2004,Rowing,Croatia,CRO,1.0,6,0,4383920.0,,15.293454087374633,,0,1,0,1
2004,Swimming,Croatia,CRO,0.0,13,0,4383920.0,,15.293454087374633,,0,1,0,1
2004,Tennis,Croatia,CRO,2.0,5,0,4383920.0,,15.293454087374633,,0,0,1,1
2004,Weightlifting,Croatia,CRO,1.0,1,0,4383920.0,,15.293454087374633,,0,0,1,1
2008,Artistic Gymnastics,Croatia,CRO,0.0,0,0,4352428.0,,15.28624463802733,,0,1,0,1
2008,Athletics,Croatia,CRO,0.0,10,0,4352428.0,,15.28624463802733,,0,1,0,1
2008,Shooting,Croatia,CRO,0.0,4,0,4352428.0,,15.28624463802733,,0,0,1,1
2008,Taekwondo,Croatia,CRO,0.0,2,0,4352428.0,,15.28624463802733,,0,0,2,2
2012,Athletics,Croatia,CRO,1.0,9,0,4296526.0,,15.273317579900471,,1,0,0,1
2012,Handball,Croatia,CRO,1.0,29,0,4296526.0,,15.273317579900471,,0,0,1,1
2012,Rowing,Croatia,CRO,1.0,5,0,4296526.0,,15.273317579900471,,0,1,0,1
2012,Shooting,Croatia,CRO,1.0,5,0,4296526.0,,15.273317579900471,,1,0,0,1
2012,Taekwondo,Croatia,CRO,2.0,2,0,4296526.0,,15.273317579900471,,0,0,1,1
2012,Water Polo,Croatia,CRO,1.0,13,0,4296526.0,,15.273317579900471,,1,0,0,1
2016,Athletics,Croatia,CRO,1.0,10,0,4213265.0,,15.253748676874519,,2,0,1,3
2016,Boxing,Croatia,CRO,0.0,2,0,4213265.0,,15.253748676874519,,0,0,1,1
2016,Rowing,Croatia,CRO,1.0,3,0,4213265.0,,15.253748676874519,,1,1,0,2
2016,Sailing,Croatia,CRO,0.0,8,0,4213265.0,,15.253748676874519,,1,1,0,2
2016,Shooting,Croatia,CRO,1.0,7,0,4213265.0,,15.253748676874519,,1,0,0,1
2016,Water Polo,Croatia,CRO,1.0,13,0,4213265.0,,15.253748676874519,,0,1,0,1
2020,Artistic Gymnastics,Croatia,CRO,1.0,0,0,4115947.0,,15.230379742231394,,0,1,0,1
2020,Rowing,Croatia,CRO,2.0,3,0,4115947.0,,15.230379742231394,,1,0,1,2
2020,Sailing,Croatia,CRO,2.0,8,0,4115947.0,,15.230379742231394,,0,1,0,1
2020,Taekwondo,Croatia,CRO,1.0,2,0,4115947.0,,15.230379742231394,,1,0,1,2
2020,Tennis,Croatia,CRO,1.0,5,0,4115947.0,,15.230379742231394,,1,1,0,2
2024,Athletics,Croatia,CRO,3.0,10,0,4024852.0,,15.207998946428736,,0,0,1,1
2024,Judo,Croatia,CRO,0.0,0,0,4024852.0,,15.207998946428736,,1,0,0,1
2024,Rowing,Croatia,CRO,2.0,3,0,4024852.0,,15.207998946428736,,1,0,0,1
2024,Shooting,Croatia,CRO,1.0,7,0,4024852.0,,15.207998946428736,,0,0,1,1
2024,Taekwondo,Croatia,CRO,2.0,2,0,4024852.0,,15.207998946428736,,0,0,1,1
2024,Tennis,Croatia,CRO,2.0,5,0,4024852.0,,15.207998946428736,,0,1,0,1
2024,Water Polo,Croatia,CRO,1.0,13,0,4024852.0,,15.207998946428736,,0,1,0,1
1900,Fencing,Cuba,CUB,0.0,1,0,1762226.0,,14.382088908054284,,1,1,0,2
1904,Fencing,Cuba,CUB,2.0,2,0,1912848.0,,14.464104311694841,,3,0,0,3
1948,Sailing,Cuba,CUB,0.0,2,0,5391326.0,,15.500302109244238,,0,1,0,1
1964,Athletics,Cuba,CUB,0.0,3,0,7787146.0,,15.867985111997484,,0,1,0,1
1968,Athletics,Cuba,CUB,1.0,18,0,8413327.0,,15.945327673054555,,0,2,0,2
1968,Boxing,Cuba,CUB,0.0,11,0,8413327.0,,15.945327673054555,,0,2,0,2
1972,Athletics,Cuba,CUB,2.0,19,0,9025300.0,,16.015542413427614,,0,0,2,2
1972,Basketball,Cuba,CUB,0.0,12,0,9025300.0,,16.015542413427614,,0,0,1,1
1972,Boxing,Cuba,CUB,2.0,11,0,9025300.0,,16.015542413427614,,3,1,1,5
1976,Athletics,Cuba,CUB,2.0,26,0,9544271.0,,16.071451741934673,,2,1,0,3
1976,Boxing,Cuba,CUB,5.0,11,0,9544271.0,,16.071451741934673,,3,3,2,8
1976,Judo,Cuba,CUB,0.0,2,0,9544271.0,,16.071451741934673,,1,0,0,1
1976,Volleyball,Cuba,CUB,0.0,24,0,9544271.0,,16.071451741934673,,0,0,1,1
1980,Athletics,Cuba,CUB,3.0,17,0,9835177.0,,16.10147610826887,,1,2,1,4
1980,Boxing,Cuba,CUB,8.0,11,0,9835177.0,,16.10147610826887,,6,2,2,10
1980,Judo,Cuba,CUB,1.0,6,0,9835177.0,,16.10147610826887,,0,3,0,3
1980,Shooting,Cuba,CUB,0.0,5,0,9835177.0,,16.10147610826887,,0,0,1,1
1980,Weightlifting,Cuba,CUB,0.0,9,0,9835177.0,,16.10147610826887,,1,0,1,2
1992,Athletics,Cuba,CUB,4.0,34,0,10733363.0,,16.188867578985302,,2,1,4,7
1992,Baseball,Cuba,CUB,0.0,20,0,10733363.0,,16.188867578985302,,1,0,0,1
1992,Boxing,Cuba,CUB,10.0,12,0,10733363.0,,16.188867578985302,,7,2,0,9
1992,Fencing,Cuba,CUB,3.0,5,0,10733363.0,,16.188867578985302,,0,1,1,2
1992,Judo,Cuba,CUB,3.0,12,0,10733363.0,,16.188867578985302,,1,1,3,5
1992,Volleyball,Cuba,CUB,1.0,22,0,10733363.0,,16.188867578985302,,1,0,0,1
1992,Weightlifting,Cuba,CUB,2.0,8,0,10733363.0,,16.188867578985302,,0,1,0,1
1992,Wrestling,Cuba,CUB,0.0,15,0,10733363.0,,16.188867578985302,,2,0,3,5
1996,Athletics,Cuba,CUB,7.0,46,0,10961012.0,,16.20985526222033,,0,1,1,2
1996,Baseball,Cuba,CUB,1.0,20,0,10961012.0,,16.20985526222033,,1,0,0,1
1996,Boxing,Cuba,CUB,9.0,12,0,10961012.0,,16.20985526222033,,4,3,0,7
1996,Fencing,Cuba,CUB,2.0,7,0,10961012.0,,16.20985526222033,,0,1,1,2
1996,Judo,Cuba,CUB,5.0,12,0,10961012.0,,16.20985526222033,,1,1,4,6
1996,Swimming,Cuba,CUB,0.0,3,0,10961012.0,,16.20985526222033,,0,1,1,2
1996,Volleyball,Cuba,CUB,1.0,22,0,10961012.0,,16.20985526222033,,1,0,0,1
1996,Weightlifting,Cuba,CUB,1.0,5,0,10961012.0,,16.20985526222033,,1,0,0,1
1996,Wrestling,Cuba,CUB,5.0,15,0,10961012.0,,16.20985526222033,,1,1,1,3
2000,Athletics,Cuba,CUB,2.0,33,0,11150736.0,,16.227016152340692,,2,2,2,6
2000,Baseball,Cuba,CUB,1.0,24,0,11150736.0,,16.227016152340692,,0,1,0,1
2000,Boxing,Cuba,CUB,7.0,12,0,11150736.0,,16.227016152340692,,4,0,2,6
2000,Canoe Sprint,Cuba,CUB,0.0,0,0,11150736.0,,16.227016152340692,,0,2,0,2
2000,Fencing,Cuba,CUB,2.0,11,0,11150736.0,,16.227016152340692,,0,0,1,1
2000,Judo,Cuba,CUB,6.0,14,0,11150736.0,,16.227016152340692,,2,2,1,5
2000,Taekwondo,Cuba,CUB,0.0,4,0,11150736.0,,16.227016152340692,,1,1,0,2
2000,Volleyball,Cuba,CUB,1.0,20,0,11150736.0,,16.227016152340692,,1,0,0,1
2000,Wrestling,Cuba,CUB,3.0,13,0,11150736.0,,16.227016152340692,,1,3,1,5
2004,Athletics,Cuba,CUB,6.0,33,0,11266941.0,,16.23738350935636,,2,1,2,5
2004,Baseball,Cuba,CUB,1.0,24,0,11266941.0,,16.23738350935636,,1,0,0,1
2004,Boxing,Cuba,CUB,6.0,11,0,11266941.0,,16.23738350935636,,5,2,1,8
2004,Canoe Sprint,Cuba,CUB,2.0,0,0,11266941.0,,16.23738350935636,,0,1,0,1
2004,Judo,Cuba,CUB,5.0,12,0,11266941.0,,16.23738350935636,,0,1,5,6
2004,Shooting,Cuba,CUB,1.0,8,0,11266941.0,,16.23738350935636,,0,0,1,1
2004,Taekwondo,Cuba,CUB,2.0,2,0,11266941.0,,16.23738350935636,,0,1,0,1
2004,Volleyball,Cuba,CUB,1.0,12,0,11266941.0,,16.23738350935636,,0,0,1,1
2004,Wrestling,Cuba,CUB,5.0,12,0,11266941.0,,16.23738350935636,,1,1,1,3
2008,Athletics,Cuba,CUB,5.0,43,0,11309754.0,,16.241176185611874,,2,1,3,6
2008,Baseball,Cuba,CUB,1.0,24,0,11309754.0,,16.241176185611874,,0,1,0,1
2008,Boxing,Cuba,CUB,8.0,10,0,11309754.0,,16.241176185611874,,0,4,4,8
2008,Cycling Track,Cuba,CUB,0.0,0,0,11309754.0,,16.241176185611874,,0,1,0,1
2008,Judo,Cuba,CUB,6.0,14,0,11309754.0,,16.241176185611874,,0,3,3,6
2008,Shooting,Cuba,CUB,1.0,3,0,11309754.0,,16.241176185611874,,0,0,1,1
2008,Taekwondo,Cuba,CUB,1.0,3,0,11309754.0,,16.241176185611874,,0,0,1,1
2008,Weightlifting,Cuba,CUB,1.0,6,0,11309754.0,,16.241176185611874,,0,0,3,3
2008,Wrestling,Cuba,CUB,3.0,12,0,11309754.0,,16.241176185611874,,1,0,2,3
2012,Athletics,Cuba,CUB,6.0,46,0,11382146.0,,16.247556633190957,,0,1,2,3
2012,Boxing,Cuba,CUB,8.0,8,0,11382146.0,,16.247556633190957,,2,0,2,4
2012,Judo,Cuba,CUB,6.0,9,0,11382146.0,,16.247556633190957,,1,2,0,3
2012,Shooting,Cuba,CUB,1.0,4,0,11382146.0,,16.247556633190957,,1,0,0,1
2012,Taekwondo,Cuba,CUB,1.0,3,0,11382146.0,,16.247556633190957,,0,0,1,1
2012,Weightlifting,Cuba,CUB,3.0,4,0,11382146.0,,16.247556633190957,,0,0,1,1
2012,Wrestling,Cuba,CUB,3.0,12,0,11382146.0,,16.247556633190957,,1,0,1,2
2016,Athletics,Cuba,CUB,3.0,37,0,11475982.0,,16.25576697472991,,0,0,1,1
2016,Boxing,Cuba,CUB,4.0,10,0,11475982.0,,16.25576697472991,,3,0,3,6
2016,Judo,Cuba,CUB,3.0,9,0,11475982.0,,16.25576697472991,,0,1,0,1
2016,Wrestling,Cuba,CUB,2.0,10,0,11475982.0,,16.25576697472991,,2,1,0,3
2020,Athletics,Cuba,CUB,1.0,37,0,11495492.0,,16.257465603472014,,0,1,2,3
2020,Boxing,Cuba,CUB,6.0,10,0,11495492.0,,16.257465603472014,,4,0,1,5
2020,Canoe Sprint,Cuba,CUB,1.0,0,0,11495492.0,,16.257465603472014,,1,0,0,1
2020,Judo,Cuba,CUB,1.0,9,0,11495492.0,,16.257465603472014,,0,1,0,1
2020,Shooting,Cuba,CUB,1.0,4,0,11495492.0,,16.257465603472014,,0,1,0,1
2020,Taekwondo,Cuba,CUB,1.0,3,0,11495492.0,,16.257465603472014,,0,0,1,1
2020,Wrestling,Cuba,CUB,3.0,10,0,11495492.0,,16.257465603472014,,2,0,1,3
2024,Boxing,Cuba,CUB,5.0,10,0,11511251.0,,16.258835549760775,,1,0,1,2
2024,Canoe Sprint,Cuba,CUB,1.0,0,0,11511251.0,,16.258835549760775,,0,0,1,1
2024,Taekwondo,Cuba,CUB,1.0,3,0,11511251.0,,16.258835549760775,,0,0,1,1
2024,Wrestling,Cuba,CUB,3.0,10,0,11511251.0,,16.258835549760775,,1,1,3,5
2012,Sailing,Cyprus,CYP,0.0,2,0,1135062.0,37289.62,13.942198713965135,10.526497099476053,0,1,0,1
2024,Sailing,Cyprus,CYP,1.0,2,0,1239630.0,50082.72,14.030324312650151,10.821451284165432,0,1,0,1
1996,Athletics,Czechia,CZE,0.0,23,0,,28021.67,,10.24076910443051,1,0,2,3
1996,Canoe Slalom,Czechia,CZE,0.0,0,0,,28021.67,,10.24076910443051,1,2,0,3
1996,Canoe Sprint,Czechia,CZE,0.0,0,0,,28021.67,,10.24076910443051,2,0,0,2
1996,Shooting,Czechia,CZE,0.0,17,0,,28021.67,,10.24076910443051,0,0,1,1
1996,Tennis,Czechia,CZE,0.0,4,0,,28021.67,,10.24076910443051,0,1,1,2
2000,Athletics,Czechia,CZE,3.0,24,0,,29427.406,,10.289715677341382,1,1,0,2
2000,Boxing,Czechia,CZE,0.0,2,0,,29427.406,,10.289715677341382,0,1,0,1
2000,Canoe Slalom,Czechia,CZE,3.0,0,0,,29427.406,,10.289715677341382,1,0,1,2
2000,Shooting,Czechia,CZE,1.0,9,0,,29427.406,,10.289715677341382,0,1,1,2
2000,Triathlon,Czechia,CZE,0.0,4,0,,29427.406,,10.289715677341382,0,0,1,1
2004,Athletics,Czechia,CZE,2.0,36,0,,33452.34,,10.417906911094812,1,0,2,3
2004,Canoe Slalom,Czechia,CZE,2.0,0,0,,33452.34,,10.417906911094812,0,0,1,1
2004,Modern Pentathlon,Czechia,CZE,0.0,3,0,,33452.34,,10.417906911094812,0,0,1,1
2004,Rowing,Czechia,CZE,0.0,16,0,,33452.34,,10.417906911094812,0,1,0,1
2004,Sailing,Czechia,CZE,0.0,4,0,,33452.34,,10.417906911094812,0,1,0,1
2004,Shooting,Czechia,CZE,2.0,8,0,,33452.34,,10.417906911094812,0,1,1,2
2008,Athletics,Czechia,CZE,3.0,29,0,,40328.344,,10.604834621928033,1,0,0,1
2008,Canoe Slalom,Czechia,CZE,1.0,0,0,,40328.344,,10.604834621928033,0,1,0,1
2008,Rowing,Czechia,CZE,1.0,14,0,,40328.344,,10.604834621928033,0,1,0,1
2008,Shooting,Czechia,CZE,2.0,13,0,,40328.344,,10.604834621928033,2,1,0,3
2008,Wrestling,Czechia,CZE,0.0,1,0,,40328.344,,10.604834621928033,0,0,1,1
2012,Athletics,Czechia,CZE,1.0,31,0,,39347.05,,10.580201697344457,1,1,1,3
2012,Canoe Slalom,Czechia,CZE,1.0,0,0,,39347.05,,10.580201697344457,0,1,0,1
2012,Canoe Sprint,Czechia,CZE,2.0,0,0,,39347.05,,10.580201697344457,0,0,1,1
2012,Cycling Mountain Bike,Czechia,CZE,0.0,0,0,,39347.05,,10.580201697344457,1,0,0,1
2012,Modern Pentathlon,Czechia,CZE,1.0,3,0,,39347.05,,10.580201697344457,1,0,0,1
2012,Rowing,Czechia,CZE,1.0,12,0,,39347.05,,10.580201697344457,1,1,0,2
2012,Shooting,Czechia,CZE,3.0,10,0,,39347.05,,10.580201697344457,0,0,1,1
2012,Tennis,Czechia,CZE,2.0,8,0,,39347.05,,10.580201697344457,0,1,0,1
2016,Athletics,Czechia,CZE,3.0,26,0,,43069.465,,10.670592774367865,0,0,1,1
2016,Canoe Slalom,Czechia,CZE,1.0,0,0,,43069.465,,10.670592774367865,0,0,1,1
2016,Canoe Sprint,Czechia,CZE,1.0,0,0,,43069.465,,10.670592774367865,0,1,1,2
2016,Cycling Mountain Bike,Czechia,CZE,1.0,0,0,,43069.465,,10.670592774367865,0,1,0,1
2016,Judo,Czechia,CZE,0.0,3,0,,43069.465,,10.670592774367865,1,0,0,1
2016,Rowing,Czechia,CZE,2.0,10,0,,43069.465,,10.670592774367865,0,0,1,1
2016,Tennis,Czechia,CZE,1.0,7,0,,43069.465,,10.670592774367865,0,0,3,3
2020,Athletics,Czechia,CZE,1.0,26,0,,45119.938,,10.717101674962944,0,1,1,2
2020,Canoe Slalom,Czechia,CZE,1.0,0,0,,45119.938,,10.717101674962944,1,1,0,2
2020,Canoe Sprint,Czechia,CZE,2.0,0,0,,45119.938,,10.717101674962944,0,0,1,1
2020,Fencing,Czechia,CZE,0.0,0,0,,45119.938,,10.717101674962944,0,0,1,1
2020,Judo,Czechia,CZE,1.0,3,0,,45119.938,,10.717101674962944,1,0,0,1
2020,Shooting,Czechia,CZE,1.0,10,0,,45119.938,,10.717101674962944,1,1,0,2
2020,Tennis,Czechia,CZE,3.0,7,0,,45119.938,,10.717101674962944,1,1,0,2
2024,Athletics,Czechia,CZE,2.0,26,0,,47963.9,,10.778224772396335,0,0,1,1
2024,Canoe Sprint,Czechia,CZE,1.0,0,0,,47963.9,,10.778224772396335,2,0,0,2
2024,Fencing,Czechia,CZE,1.0,0,0,,47963.9,,10.778224772396335,0,0,1,1
2024,Tennis,Czechia,CZE,2.0,7,0,,47963.9,,10.778224772396335,1,0,0,1
2024,Boxing,DPR South Korea,PRK,1.0,2,0,,,,,0,0,1,1
2024,Diving,DPR South Korea,PRK,0.0,0,0,,,,,0,1,1,2
2024,Table Tennis,DPR South Korea,PRK,1.0,3,0,,,,,0,1,0,1
2024,Wrestling,DPR South Korea,PRK,1.0,5,0,,,,,0,0,2,2
1900,Athletics,Denmark,DEN,0.0,4,0,2557581.0,,14.75457283885502,,0,0,1,1
1900,Shooting,Denmark,DEN,3.0,5,0,2557581.0,,14.75457283885502,,1,3,0,4
1900,Swimming,Denmark,DEN,0.0,1,0,2557581.0,,14.75457283885502,,0,0,1,1
1908,Football,Denmark,DEN,0.0,13,0,2810098.0,,14.848730272006046,,0,1,0,1
1908,Swimming,Denmark,DEN,1.0,5,0,2810098.0,,14.848730272006046,,0,1,0,1
1908,Wrestling,Denmark,DEN,0.0,10,0,2810098.0,,14.848730272006046,,0,0,3,3
1912,Artistic Gymnastics,Denmark,DEN,0.0,0,0,2949994.0,,14.897314033399311,,0,1,1,2
1912,Fencing,Denmark,DEN,1.0,6,0,2949994.0,,14.897314033399311,,0,1,0,1
1912,Football,Denmark,DEN,1.0,15,0,2949994.0,,14.897314033399311,,0,1,0,1
1912,Rowing,Denmark,DEN,0.0,15,0,2949994.0,,14.897314033399311,,1,0,1,2
1912,Sailing,Denmark,DEN,0.0,3,0,2949994.0,,14.897314033399311,,0,1,0,1
1912,Shooting,Denmark,DEN,4.0,14,0,2949994.0,,14.897314033399311,,0,1,2,3
1912,Tennis,Denmark,DEN,0.0,10,0,2949994.0,,14.897314033399311,,0,1,0,1
1912,Wrestling,Denmark,DEN,3.0,9,0,2949994.0,,14.897314033399311,,0,0,1,1
1920,Artistic Gymnastics,Denmark,DEN,2.0,0,0,3242599.0,,14.991886035098105,,1,1,0,2
1920,Athletics,Denmark,DEN,1.0,18,0,3242599.0,,14.991886035098105,,0,1,0,1
1920,Boxing,Denmark,DEN,0.0,12,0,3242599.0,,14.991886035098105,,0,3,0,3
1920,Diving,Denmark,DEN,0.0,5,0,3242599.0,,14.991886035098105,,1,0,0,1
1920,Hockey,Denmark,DEN,0.0,12,0,3242599.0,,14.991886035098105,,0,1,0,1
